Subject name,
Gender,Male
Age,0
Comment,
Weather,
Temperature(F),
Pressure(hPa),
Humidity(%),
Measurement location,
Experimenter name,
Baud Rate,9600
Channel interval time (msec),122
Round interval time (sec),1
Round repeats number,2099
Total channels number got data,1
Start time,5/7/2025 11:26:02 AM
End time,5/7/2025 12:01:00 PM

BP(uA),,CH01
No,Time (hr:min:sec),LeftLU,Event messages
0,0:00:00,2224
1,0:00:01,2224
2,0:00:02,2231
3,0:00:03,2225
4,0:00:04,2220
5,0:00:05,2223
6,0:00:06,2240
7,0:00:07,2231
8,0:00:08,2218
9,0:00:09,2239
10,0:00:10,2188
11,0:00:11,2227
12,0:00:12,2227
13,0:00:13,2263
14,0:00:14,2244
15,0:00:15,2236
16,0:00:16,2238
17,0:00:17,2239
18,0:00:18,2230
19,0:00:19,2231
20,0:00:20,2227
21,0:00:21,2239
22,0:00:22,2255
23,0:00:23,2230
24,0:00:24,2235
25,0:00:25,2236
26,0:00:26,2252
27,0:00:27,2238
28,0:00:28,2236
29,0:00:29,2247
30,0:00:30,2253
31,0:00:31,2220
32,0:00:32,2240
33,0:00:33,2228
34,0:00:34,2249
35,0:00:35,2224
36,0:00:36,2259
37,0:00:37,2220
38,0:00:38,2279
39,0:00:39,2246
40,0:00:40,2247
41,0:00:41,2279
42,0:00:42,2243
43,0:00:43,2239
44,0:00:44,2255
45,0:00:45,2249
46,0:00:46,2217
47,0:00:47,2284
48,0:00:48,2260
49,0:00:49,2224
50,0:00:50,2248
51,0:00:51,2275
52,0:00:52,2249
53,0:00:53,2265
54,0:00:54,2268
55,0:00:55,2255
56,0:00:56,2255
57,0:00:57,2216
58,0:00:58,2231
59,0:00:59,2247
60,0:01:00,2252
61,0:01:01,2252
62,0:01:02,2263
63,0:01:03,2255
64,0:01:04,2257
65,0:01:05,2231
66,0:01:06,2249
67,0:01:07,2252
68,0:01:08,2255
69,0:01:09,2252
70,0:01:10,2255
71,0:01:11,2239
72,0:01:12,2247
73,0:01:13,2282
74,0:01:14,2268
75,0:01:15,2245
76,0:01:16,2271
77,0:01:17,2276
78,0:01:18,2235
79,0:01:19,2272
80,0:01:20,2236
81,0:01:21,2260
82,0:01:22,2243
83,0:01:23,2289
84,0:01:24,2275
85,0:01:25,2248
86,0:01:26,2272
87,0:01:27,2274
88,0:01:28,2273
89,0:01:29,2287
90,0:01:30,2265
91,0:01:31,2271
92,0:01:32,2291
93,0:01:33,2270
94,0:01:34,2264
95,0:01:35,2301
96,0:01:36,2292
97,0:01:37,2270
98,0:01:38,2286
99,0:01:39,2239
100,0:01:40,2259
101,0:01:41,2271
102,0:01:42,2252
103,0:01:43,2268
104,0:01:44,2264
105,0:01:45,2286
106,0:01:46,2275
107,0:01:47,2284
108,0:01:48,2285
109,0:01:49,2267
110,0:01:50,2323
111,0:01:51,2278
112,0:01:52,2290
113,0:01:53,2285
114,0:01:54,2297
115,0:01:55,2275
116,0:01:56,2278
117,0:01:57,2294
118,0:01:58,2310
119,0:01:59,2310
120,0:02:00,2305
121,0:02:01,2273
122,0:02:02,2304
123,0:02:03,2255
124,0:02:04,2313
125,0:02:05,2259
126,0:02:06,2271
127,0:02:07,2299
128,0:02:08,2268
129,0:02:09,2272
130,0:02:10,2292
131,0:02:11,2294
132,0:02:12,2252
133,0:02:13,2271
134,0:02:14,2286
135,0:02:15,2284
136,0:02:16,2262
137,0:02:17,2289
138,0:02:18,2279
139,0:02:19,2271
140,0:02:20,2279
141,0:02:21,2244
142,0:02:22,2259
143,0:02:23,2268
144,0:02:24,2275
145,0:02:25,2284
146,0:02:26,2275
147,0:02:27,2297
148,0:02:28,2307
149,0:02:29,2286
150,0:02:30,2297
151,0:02:31,2287
152,0:02:32,2305
153,0:02:33,2278
154,0:02:34,2259
155,0:02:35,2287
156,0:02:36,2289
157,0:02:37,2315
158,0:02:38,2289
159,0:02:39,2255
160,0:02:40,2289
161,0:02:41,2281
162,0:02:42,2259
163,0:02:43,2329
164,0:02:44,2284
165,0:02:45,2259
166,0:02:46,2279
167,0:02:47,2279
168,0:02:48,2291
169,0:02:49,2292
170,0:02:50,2302
171,0:02:51,2291
172,0:02:52,2310
173,0:02:53,2292
174,0:02:54,2299
175,0:02:55,2307
176,0:02:56,2273
177,0:02:57,2266
178,0:02:58,2308
179,0:02:59,2278
180,0:03:00,2287
181,0:03:01,2287
182,0:03:02,2281
183,0:03:03,2307
184,0:03:04,2284
185,0:03:05,2259
186,0:03:06,2312
187,0:03:07,2287
188,0:03:08,2295
189,0:03:09,2264
190,0:03:10,2288
191,0:03:11,2292
192,0:03:12,2276
193,0:03:13,2316
194,0:03:14,2294
195,0:03:15,2287
196,0:03:16,2319
197,0:03:17,2311
198,0:03:18,2291
199,0:03:19,2350
200,0:03:20,2281
201,0:03:21,2267
202,0:03:22,2283
203,0:03:23,2271
204,0:03:24,2315
205,0:03:25,2308
206,0:03:26,2291
207,0:03:27,2284
208,0:03:28,2291
209,0:03:29,2302
210,0:03:30,2291
211,0:03:31,2254
212,0:03:32,2292
213,0:03:33,2328
214,0:03:34,2271
215,0:03:35,2283
216,0:03:36,2311
217,0:03:37,2308
218,0:03:38,2289
219,0:03:39,2287
220,0:03:40,2279
221,0:03:41,2283
222,0:03:42,2293
223,0:03:43,2293
224,0:03:44,2297
225,0:03:45,2287
226,0:03:46,2291
227,0:03:47,2284
228,0:03:48,2279
229,0:03:49,2270
230,0:03:50,2279
231,0:03:51,2301
232,0:03:52,2324
233,0:03:53,2281
234,0:03:54,2310
235,0:03:55,2252
236,0:03:56,2311
237,0:03:57,2297
238,0:03:58,2294
239,0:03:59,2288
240,0:04:00,2275
241,0:04:01,2309
242,0:04:02,2292
243,0:04:03,2281
244,0:04:04,2287
245,0:04:05,2295
246,0:04:06,2311
247,0:04:07,2300
248,0:04:08,2289
249,0:04:09,2281
250,0:04:10,2291
251,0:04:11,2291
252,0:04:12,2287
253,0:04:13,2313
254,0:04:14,2289
255,0:04:15,2299
256,0:04:16,2275
257,0:04:17,2287
258,0:04:18,2248
259,0:04:19,2297
260,0:04:20,2281
261,0:04:21,2278
262,0:04:22,2286
263,0:04:23,2297
264,0:04:24,2268
265,0:04:25,2264
266,0:04:26,2279
267,0:04:27,2278
268,0:04:28,2276
269,0:04:29,2271
270,0:04:30,2265
271,0:04:31,2285
272,0:04:32,2263
273,0:04:33,2271
274,0:04:34,2305
275,0:04:35,2271
276,0:04:36,2238
277,0:04:37,2239
278,0:04:38,2270
279,0:04:39,2287
280,0:04:40,2273
281,0:04:41,2268
282,0:04:42,2249
283,0:04:43,2271
284,0:04:44,2261
285,0:04:45,2249
286,0:04:46,2256
287,0:04:47,2276
288,0:04:48,2252
289,0:04:49,2259
290,0:04:50,2273
291,0:04:51,2244
292,0:04:52,2267
293,0:04:53,2286
294,0:04:54,2257
295,0:04:55,2276
296,0:04:56,2259
297,0:04:57,2268
298,0:04:58,2255
299,0:04:59,2254
300,0:05:00,2224
301,0:05:01,2283
302,0:05:02,2268
303,0:05:03,2252
304,0:05:04,2286
305,0:05:05,2263
306,0:05:06,2249
307,0:05:07,2247
308,0:05:08,2251
309,0:05:09,2232
310,0:05:10,2260
311,0:05:11,2254
312,0:05:12,2276
313,0:05:13,2275
314,0:05:14,2252
315,0:05:15,2255
316,0:05:16,2224
317,0:05:17,2239
318,0:05:18,2251
319,0:05:19,2255
320,0:05:20,2257
321,0:05:21,2272
322,0:05:22,2279
323,0:05:23,2270
324,0:05:24,2257
325,0:05:25,2278
326,0:05:26,2259
327,0:05:27,2255
328,0:05:28,2255
329,0:05:29,2252
330,0:05:30,2257
331,0:05:31,2311
332,0:05:32,2281
333,0:05:33,2247
334,0:05:34,2236
335,0:05:35,2242
336,0:05:36,2284
337,0:05:37,2271
338,0:05:38,2267
339,0:05:39,2236
340,0:05:40,2287
341,0:05:41,2254
342,0:05:42,2267
343,0:05:43,2236
344,0:05:44,2259
345,0:05:45,2211
346,0:05:46,2259
347,0:05:47,2243
348,0:05:48,2251
349,0:05:49,2259
350,0:05:50,2241
351,0:05:51,2263
352,0:05:52,2262
353,0:05:53,2244
354,0:05:54,2264
355,0:05:55,2207
356,0:05:56,2239
357,0:05:57,2239
358,0:05:58,2247
359,0:05:59,2215
360,0:06:00,2247
361,0:06:01,2249
362,0:06:02,2246
363,0:06:03,2247
364,0:06:04,2252
365,0:06:05,2243
366,0:06:06,2247
367,0:06:07,2211
368,0:06:08,2244
369,0:06:09,2247
370,0:06:10,2247
371,0:06:11,2265
372,0:06:12,2263
373,0:06:13,2262
374,0:06:14,2252
375,0:06:15,2216
376,0:06:16,2247
377,0:06:17,2238
378,0:06:18,2240
379,0:06:19,2239
380,0:06:20,2247
381,0:06:21,2244
382,0:06:22,2255
383,0:06:23,2246
384,0:06:24,2232
385,0:06:25,2255
386,0:06:26,2276
387,0:06:27,2246
388,0:06:28,2239
389,0:06:29,2244
390,0:06:30,2245
391,0:06:31,2247
392,0:06:32,2248
393,0:06:33,2243
394,0:06:34,2252
395,0:06:35,2241
396,0:06:36,2247
397,0:06:37,2243
398,0:06:38,2254
399,0:06:39,2221
400,0:06:40,2236
401,0:06:41,2249
402,0:06:42,2236
403,0:06:43,2225
404,0:06:44,2211
405,0:06:45,2225
406,0:06:46,2276
407,0:06:47,2243
408,0:06:48,2255
409,0:06:49,2264
410,0:06:50,2247
411,0:06:51,2240
412,0:06:52,2278
413,0:06:53,2240
414,0:06:54,2254
415,0:06:55,2243
416,0:06:56,2246
417,0:06:57,2275
418,0:06:58,2284
419,0:06:59,2225
420,0:07:00,2247
421,0:07:01,2238
422,0:07:02,2220
423,0:07:03,2227
424,0:07:04,2257
425,0:07:05,2246
426,0:07:06,2251
427,0:07:07,2255
428,0:07:08,2241
429,0:07:09,2230
430,0:07:10,2247
431,0:07:11,2251
432,0:07:12,2249
433,0:07:13,2217
434,0:07:14,2255
435,0:07:15,2233
436,0:07:16,2244
437,0:07:17,2247
438,0:07:18,2267
439,0:07:19,2255
440,0:07:20,2264
441,0:07:21,2222
442,0:07:22,2247
443,0:07:23,2241
444,0:07:24,2241
445,0:07:25,2241
446,0:07:26,2243
447,0:07:27,2239
448,0:07:28,2222
449,0:07:29,2243
450,0:07:30,2227
451,0:07:31,2219
452,0:07:32,2219
453,0:07:33,2249
454,0:07:34,2269
455,0:07:35,2240
456,0:07:36,2232
457,0:07:37,2280
458,0:07:38,2259
459,0:07:39,2247
460,0:07:40,2259
461,0:07:41,2281
462,0:07:42,2249
463,0:07:43,2259
464,0:07:44,2259
465,0:07:45,2270
466,0:07:46,2273
467,0:07:47,2238
468,0:07:48,2249
469,0:07:49,2252
470,0:07:50,2259
471,0:07:51,2259
472,0:07:52,2258
473,0:07:53,2265
474,0:07:54,2248
475,0:07:55,2302
476,0:07:56,2239
477,0:07:57,2284
478,0:07:58,2223
479,0:07:59,2207
480,0:08:00,2224
481,0:08:01,2215
482,0:08:02,2252
483,0:08:03,2299
484,0:08:04,2244
485,0:08:05,2259
486,0:08:06,2248
487,0:08:07,2228
488,0:08:08,2243
489,0:08:09,2247
490,0:08:10,2241
491,0:08:11,2249
492,0:08:12,2251
493,0:08:13,2280
494,0:08:14,2252
495,0:08:15,2256
496,0:08:16,2260
497,0:08:17,2247
498,0:08:18,2218
499,0:08:19,2212
500,0:08:20,2233
501,0:08:21,2212
502,0:08:22,2255
503,0:08:23,2246
504,0:08:24,2239
505,0:08:25,2248
506,0:08:26,2221
507,0:08:27,2255
508,0:08:28,2230
509,0:08:29,2247
510,0:08:30,2225
511,0:08:31,2236
512,0:08:32,2247
513,0:08:33,2232
514,0:08:34,2247
515,0:08:35,2264
516,0:08:36,2243
517,0:08:37,2252
518,0:08:38,2258
519,0:08:39,2232
520,0:08:40,2257
521,0:08:41,2236
522,0:08:42,2247
523,0:08:43,2249
524,0:08:44,2251
525,0:08:45,2257
526,0:08:46,2276
527,0:08:47,2241
528,0:08:48,2239
529,0:08:49,2227
530,0:08:50,2259
531,0:08:51,2224
532,0:08:52,2224
533,0:08:53,2268
534,0:08:54,2275
535,0:08:55,2240
536,0:08:56,2249
537,0:08:57,2206
538,0:08:58,2265
539,0:08:59,2216
540,0:09:00,2259
541,0:09:01,2251
542,0:09:02,2228
543,0:09:03,2248
544,0:09:04,2254
545,0:09:05,2236
546,0:09:06,2275
547,0:09:07,2247
548,0:09:08,2270
549,0:09:09,2224
550,0:09:10,2239
551,0:09:11,2252
552,0:09:12,2244
553,0:09:13,2231
554,0:09:14,2227
555,0:09:15,2246
556,0:09:16,2275
557,0:09:17,2246
558,0:09:18,2246
559,0:09:19,2252
560,0:09:20,2215
561,0:09:21,2265
562,0:09:22,2232
563,0:09:23,2268
564,0:09:24,2227
565,0:09:25,2232
566,0:09:26,2272
567,0:09:27,2251
568,0:09:28,2241
569,0:09:29,2234
570,0:09:30,2247
571,0:09:31,2243
572,0:09:32,2264
573,0:09:33,2240
574,0:09:34,2264
575,0:09:35,2215
576,0:09:36,2240
577,0:09:37,2255
578,0:09:38,2223
579,0:09:39,2241
580,0:09:40,2239
581,0:09:41,2236
582,0:09:42,2248
583,0:09:43,2236
584,0:09:44,2244
585,0:09:45,2251
586,0:09:46,2199
587,0:09:47,2267
588,0:09:48,2248
589,0:09:49,2239
590,0:09:50,2255
591,0:09:51,2216
592,0:09:52,2279
593,0:09:53,2256
594,0:09:54,2277
595,0:09:55,2246
596,0:09:56,2249
597,0:09:57,2263
598,0:09:58,2263
599,0:09:59,2251
600,0:10:00,2267
601,0:10:01,2246
602,0:10:02,2235
603,0:10:03,2257
604,0:10:04,2251
605,0:10:05,2252
606,0:10:06,2257
607,0:10:07,2256
608,0:10:08,2259
609,0:10:09,2275
610,0:10:10,2275
611,0:10:11,2261
612,0:10:12,2254
613,0:10:13,2251
614,0:10:14,2267
615,0:10:15,2284
616,0:10:16,2243
617,0:10:17,2264
618,0:10:18,2287
619,0:10:19,2273
620,0:10:20,2279
621,0:10:21,2287
622,0:10:22,2273
623,0:10:23,2263
624,0:10:24,2264
625,0:10:25,2296
626,0:10:26,2268
627,0:10:27,2279
628,0:10:28,2254
629,0:10:29,2264
630,0:10:30,2262
631,0:10:31,2265
632,0:10:32,2285
633,0:10:33,2272
634,0:10:34,2279
635,0:10:35,2279
636,0:10:36,2279
637,0:10:37,2296
638,0:10:38,2270
639,0:10:39,2279
640,0:10:40,2279
641,0:10:41,2268
642,0:10:42,2291
643,0:10:43,2268
644,0:10:44,2301
645,0:10:45,2268
646,0:10:46,2275
647,0:10:47,2283
648,0:10:48,2272
649,0:10:49,2273
650,0:10:50,2281
651,0:10:51,2279
652,0:10:52,2286
653,0:10:53,2291
654,0:10:54,2268
655,0:10:55,2291
656,0:10:56,2287
657,0:10:57,2287
658,0:10:58,2283
659,0:10:59,2284
660,0:11:00,2267
661,0:11:01,2284
662,0:11:02,2276
663,0:11:03,2300
664,0:11:04,2278
665,0:11:05,2283
666,0:11:06,2281
667,0:11:07,2279
668,0:11:08,2268
669,0:11:09,2275
670,0:11:10,2252
671,0:11:11,2305
672,0:11:12,2287
673,0:11:13,2271
674,0:11:14,2285
675,0:11:15,2296
676,0:11:16,2283
677,0:11:17,2291
678,0:11:18,2283
679,0:11:19,2276
680,0:11:20,2289
681,0:11:21,2291
682,0:11:22,2321
683,0:11:23,2296
684,0:11:24,2287
685,0:11:25,2288
686,0:11:26,2299
687,0:11:27,2300
688,0:11:28,2267
689,0:11:29,2267
690,0:11:30,2247
691,0:11:31,2296
692,0:11:32,2289
693,0:11:33,2289
694,0:11:34,2288
695,0:11:35,2316
696,0:11:36,2289
697,0:11:37,2279
698,0:11:38,2283
699,0:11:39,2280
700,0:11:40,2271
701,0:11:41,2286
702,0:11:42,2292
703,0:11:43,2288
704,0:11:44,2264
705,0:11:45,2295
706,0:11:46,2307
707,0:11:47,2288
708,0:11:48,2236
709,0:11:49,2261
710,0:11:50,2236
711,0:11:51,2263
712,0:11:52,2319
713,0:11:53,2295
714,0:11:54,2287
715,0:11:55,2289
716,0:11:56,2267
717,0:11:57,2283
718,0:11:58,2260
719,0:11:59,2315
720,0:12:00,2283
721,0:12:01,2286
722,0:12:02,2288
723,0:12:03,2272
724,0:12:04,2270
725,0:12:05,2278
726,0:12:06,2337
727,0:12:07,2291
728,0:12:08,2255
729,0:12:09,2276
730,0:12:10,2280
731,0:12:11,2273
732,0:12:12,2276
733,0:12:13,2272
734,0:12:14,2256
735,0:12:15,2294
736,0:12:16,2286
737,0:12:17,2257
738,0:12:18,2268
739,0:12:19,2256
740,0:12:20,2243
741,0:12:21,2227
742,0:12:22,2268
743,0:12:23,2264
744,0:12:24,2293
745,0:12:25,2296
746,0:12:26,2295
747,0:12:27,2275
748,0:12:28,2271
749,0:12:29,2313
750,0:12:30,2286
751,0:12:31,2273
752,0:12:32,2251
753,0:12:33,2273
754,0:12:34,2238
755,0:12:35,2253
756,0:12:36,2263
757,0:12:37,2288
758,0:12:38,2268
759,0:12:39,2294
760,0:12:40,2275
761,0:12:41,2251
762,0:12:42,2239
763,0:12:43,2284
764,0:12:44,2247
765,0:12:45,2228
766,0:12:46,2248
767,0:12:47,2264
768,0:12:48,2217
769,0:12:49,2275
770,0:12:50,2231
771,0:12:51,2247
772,0:12:52,2292
773,0:12:53,2263
774,0:12:54,2286
775,0:12:55,2275
776,0:12:56,2296
777,0:12:57,2288
778,0:12:58,2283
779,0:12:59,2311
780,0:13:00,2268
781,0:13:01,2279
782,0:13:02,2301
783,0:13:03,2278
784,0:13:04,2262
785,0:13:05,2260
786,0:13:06,2296
787,0:13:07,2259
788,0:13:08,2283
789,0:13:09,2257
790,0:13:10,2259
791,0:13:11,2260
792,0:13:12,2252
793,0:13:13,2260
794,0:13:14,2279
795,0:13:15,2268
796,0:13:16,2264
797,0:13:17,2295
798,0:13:18,2288
799,0:13:19,2300
800,0:13:20,2280
801,0:13:21,2263
802,0:13:22,2319
803,0:13:23,2316
804,0:13:24,2323
805,0:13:25,2307
806,0:13:26,2315
807,0:13:27,2299
808,0:13:28,2288
809,0:13:29,2311
810,0:13:30,2307
811,0:13:31,2295
812,0:13:32,2304
813,0:13:33,2315
814,0:13:34,2318
815,0:13:35,2300
816,0:13:36,2311
817,0:13:37,2327
818,0:13:38,2307
819,0:13:39,2256
820,0:13:40,2275
821,0:13:41,2308
822,0:13:42,2283
823,0:13:43,2259
824,0:13:44,2275
825,0:13:45,2287
826,0:13:46,2317
827,0:13:47,2278
828,0:13:48,2240
829,0:13:49,2284
830,0:13:50,2300
831,0:13:51,2283
832,0:13:52,2291
833,0:13:53,2296
834,0:13:54,2305
835,0:13:55,2302
836,0:13:56,2328
837,0:13:57,2268
838,0:13:58,2276
839,0:13:59,2332
840,0:14:00,2288
841,0:14:01,2311
842,0:14:02,2288
843,0:14:03,2294
844,0:14:04,2251
845,0:14:05,2287
846,0:14:06,2286
847,0:14:07,2271
848,0:14:08,2319
849,0:14:09,2284
850,0:14:10,2271
851,0:14:11,2268
852,0:14:12,2255
853,0:14:13,2264
854,0:14:14,2279
855,0:14:15,2311
856,0:14:16,2243
857,0:14:17,2281
858,0:14:18,2279
859,0:14:19,2288
860,0:14:20,2312
861,0:14:21,2291
862,0:14:22,2280
863,0:14:23,2302
864,0:14:24,2300
865,0:14:25,2307
866,0:14:26,2305
867,0:14:27,2302
868,0:14:28,2323
869,0:14:29,2286
870,0:14:30,2286
871,0:14:31,2275
872,0:14:32,2273
873,0:14:33,2286
874,0:14:34,2283
875,0:14:35,2307
876,0:14:36,2287
877,0:14:37,2255
878,0:14:38,2305
879,0:14:39,2327
880,0:14:40,2295
881,0:14:41,2291
882,0:14:42,2289
883,0:14:43,2287
884,0:14:44,2320
885,0:14:45,2316
886,0:14:46,2311
887,0:14:47,2332
888,0:14:48,2275
889,0:14:49,2336
890,0:14:50,2337
891,0:14:51,2321
892,0:14:52,2291
893,0:14:53,2359
894,0:14:54,2291
895,0:14:55,2291
896,0:14:56,2316
897,0:14:57,2318
898,0:14:58,2311
899,0:14:59,2315
900,0:15:00,2291
901,0:15:01,2313
902,0:15:02,2323
903,0:15:03,2267
904,0:15:04,2323
905,0:15:05,2268
906,0:15:06,2316
907,0:15:07,2279
908,0:15:08,2308
909,0:15:09,2315
910,0:15:10,2302
911,0:15:11,2288
912,0:15:12,2296
913,0:15:13,2291
914,0:15:14,2289
915,0:15:15,2263
916,0:15:16,2283
917,0:15:17,2236
918,0:15:18,2255
919,0:15:19,2263
920,0:15:20,2271
921,0:15:21,2255
922,0:15:22,2268
923,0:15:23,2270
924,0:15:24,2259
925,0:15:25,2286
926,0:15:26,2255
927,0:15:27,2261
928,0:15:28,2257
929,0:15:29,2251
930,0:15:30,2255
931,0:15:31,2279
932,0:15:32,2252
933,0:15:33,2247
934,0:15:34,2275
935,0:15:35,2224
936,0:15:36,2241
937,0:15:37,2262
938,0:15:38,2240
939,0:15:39,2259
940,0:15:40,2227
941,0:15:41,2232
942,0:15:42,2256
943,0:15:43,2273
944,0:15:44,2219
945,0:15:45,2246
946,0:15:46,2243
947,0:15:47,2225
948,0:15:48,2227
949,0:15:49,2259
950,0:15:50,2206
951,0:15:51,2291
952,0:15:52,2233
953,0:15:53,2239
954,0:15:54,2232
955,0:15:55,2239
956,0:15:56,2242
957,0:15:57,2239
958,0:15:58,2282
959,0:15:59,2226
960,0:16:00,2230
961,0:16:01,2243
962,0:16:02,2255
963,0:16:03,2246
964,0:16:04,2243
965,0:16:05,2239
966,0:16:06,2238
967,0:16:07,2233
968,0:16:08,2247
969,0:16:09,2247
970,0:16:10,2232
971,0:16:11,2233
972,0:16:12,2247
973,0:16:13,2238
974,0:16:14,2241
975,0:16:15,2227
976,0:16:16,2223
977,0:16:17,2220
978,0:16:18,2252
979,0:16:19,2239
980,0:16:20,2220
981,0:16:21,2217
982,0:16:22,2236
983,0:16:23,2246
984,0:16:24,2239
985,0:16:25,2232
986,0:16:26,2236
987,0:16:27,2219
988,0:16:28,2208
989,0:16:29,2239
990,0:16:30,2241
991,0:16:31,2256
992,0:16:32,2215
993,0:16:33,2239
994,0:16:34,2201
995,0:16:35,2231
996,0:16:36,2235
997,0:16:37,2241
998,0:16:38,2255
999,0:16:39,2199
1000,0:16:40,2231
1001,0:16:41,2228
1002,0:16:42,2239
1003,0:16:43,2235
1004,0:16:44,2263
1005,0:16:45,2240
1006,0:16:46,2247
1007,0:16:47,2227
1008,0:16:48,2243
1009,0:16:49,2249
1010,0:16:50,2243
1011,0:16:51,2252
1012,0:16:52,2249
1013,0:16:53,2247
1014,0:16:54,2246
1015,0:16:55,2239
1016,0:16:56,2219
1017,0:16:57,2188
1018,0:16:58,2220
1019,0:16:59,2193
1020,0:17:00,2173
1021,0:17:01,2223
1022,0:17:02,2216
1023,0:17:03,2206
1024,0:17:04,2236
1025,0:17:05,2220
1026,0:17:06,2222
1027,0:17:07,2255
1028,0:17:08,2222
1029,0:17:09,2227
1030,0:17:10,2215
1031,0:17:11,2224
1032,0:17:12,2217
1033,0:17:13,2214
1034,0:17:14,2220
1035,0:17:15,2235
1036,0:17:16,2215
1037,0:17:17,2235
1038,0:17:18,2240
1039,0:17:19,2243
1040,0:17:20,2219
1041,0:17:21,2225
1042,0:17:22,2257
1043,0:17:23,2208
1044,0:17:24,2220
1045,0:17:25,2227
1046,0:17:26,2204
1047,0:17:27,2232
1048,0:17:28,2223
1049,0:17:29,2247
1050,0:17:30,2215
1051,0:17:31,2200
1052,0:17:32,2207
1053,0:17:33,2195
1054,0:17:34,2227
1055,0:17:35,2216
1056,0:17:36,2223
1057,0:17:37,2236
1058,0:17:38,2233
1059,0:17:39,2222
1060,0:17:40,2236
1061,0:17:41,2222
1062,0:17:42,2228
1063,0:17:43,2217
1064,0:17:44,2219
1065,0:17:45,2241
1066,0:17:46,2207
1067,0:17:47,2239
1068,0:17:48,2223
1069,0:17:49,2251
1070,0:17:50,2201
1071,0:17:51,2222
1072,0:17:52,2246
1073,0:17:53,2241
1074,0:17:54,2230
1075,0:17:55,2225
1076,0:17:56,2226
1077,0:17:57,2234
1078,0:17:58,2255
1079,0:17:59,2212
1080,0:18:00,2228
1081,0:18:01,2232
1082,0:18:02,2233
1083,0:18:03,2257
1084,0:18:04,2224
1085,0:18:05,2226
1086,0:18:06,2227
1087,0:18:07,2249
1088,0:18:08,2236
1089,0:18:09,2241
1090,0:18:10,2231
1091,0:18:11,2201
1092,0:18:12,2243
1093,0:18:13,2232
1094,0:18:14,2220
1095,0:18:15,2239
1096,0:18:16,2240
1097,0:18:17,2235
1098,0:18:18,2242
1099,0:18:19,2271
1100,0:18:20,2241
1101,0:18:21,2204
1102,0:18:22,2243
1103,0:18:23,2239
1104,0:18:24,2231
1105,0:18:25,2247
1106,0:18:26,2270
1107,0:18:27,2284
1108,0:18:28,2249
1109,0:18:29,2207
1110,0:18:30,2227
1111,0:18:31,2232
1112,0:18:32,2227
1113,0:18:33,2207
1114,0:18:34,2242
1115,0:18:35,2221
1116,0:18:36,2243
1117,0:18:37,2259
1118,0:18:38,2230
1119,0:18:39,2235
1120,0:18:40,2227
1121,0:18:41,2244
1122,0:18:42,2249
1123,0:18:43,2232
1124,0:18:44,2247
1125,0:18:45,2249
1126,0:18:46,2251
1127,0:18:47,2264
1128,0:18:48,2249
1129,0:18:49,2211
1130,0:18:50,2271
1131,0:18:51,2243
1132,0:18:52,2243
1133,0:18:53,2256
1134,0:18:54,2238
1135,0:18:55,2249
1136,0:18:56,2222
1137,0:18:57,2235
1138,0:18:58,2252
1139,0:18:59,2231
1140,0:19:00,2252
1141,0:19:01,2255
1142,0:19:02,2259
1143,0:19:03,2216
1144,0:19:04,2230
1145,0:19:05,2255
1146,0:19:06,2260
1147,0:19:07,2300
1148,0:19:08,2259
1149,0:19:09,2279
1150,0:19:10,2225
1151,0:19:11,2254
1152,0:19:12,2265
1153,0:19:13,2286
1154,0:19:14,2231
1155,0:19:15,2255
1156,0:19:16,2253
1157,0:19:17,2256
1158,0:19:18,2278
1159,0:19:19,2273
1160,0:19:20,2248
1161,0:19:21,2295
1162,0:19:22,2288
1163,0:19:23,2262
1164,0:19:24,2240
1165,0:19:25,2249
1166,0:19:26,2267
1167,0:19:27,2260
1168,0:19:28,2268
1169,0:19:29,2273
1170,0:19:30,2275
1171,0:19:31,2300
1172,0:19:32,2272
1173,0:19:33,2254
1174,0:19:34,2238
1175,0:19:35,2225
1176,0:19:36,2265
1177,0:19:37,2232
1178,0:19:38,2259
1179,0:19:39,2224
1180,0:19:40,2228
1181,0:19:41,2248
1182,0:19:42,2239
1183,0:19:43,2245
1184,0:19:44,2231
1185,0:19:45,2257
1186,0:19:46,2273
1187,0:19:47,2313
1188,0:19:48,2312
1189,0:19:49,2311
1190,0:19:50,2293
1191,0:19:51,2272
1192,0:19:52,2275
1193,0:19:53,2247
1194,0:19:54,2239
1195,0:19:55,2246
1196,0:19:56,2275
1197,0:19:57,2247
1198,0:19:58,2222
1199,0:19:59,2273
1200,0:20:00,2267
1201,0:20:01,2251
1202,0:20:02,2263
1203,0:20:03,2284
1204,0:20:04,2286
1205,0:20:05,2297
1206,0:20:06,2297
1207,0:20:07,2316
1208,0:20:08,2313
1209,0:20:09,2291
1210,0:20:10,2268
1211,0:20:11,2247
1212,0:20:12,2232
1213,0:20:13,2255
1214,0:20:14,2264
1215,0:20:15,2268
1216,0:20:16,2280
1217,0:20:17,2255
1218,0:20:18,2263
1219,0:20:19,2252
1220,0:20:20,2292
1221,0:20:21,2271
1222,0:20:22,2275
1223,0:20:23,2255
1224,0:20:24,2307
1225,0:20:25,2275
1226,0:20:26,2260
1227,0:20:27,2265
1228,0:20:28,2279
1229,0:20:29,2270
1230,0:20:30,2279
1231,0:20:31,2281
1232,0:20:32,2310
