              DRT4 Data File V2.0
============================================================
1) Subject Information
Subject Name:  
Subject No:  
Date of Birth:  
Subject Address:  
Operator:   
Date: 11:32:08 (30/9/2025) 
DRT4 Serial Number: #3173 
Comment:  
2) Monitor Schedule
Indefinite monitoring until stopped by user
3) Display Configuration
Total Graph Number: 1 
Active Graph Number: 1 
Sampling Rate:   1/sec 
Time Constant: off 
Time Offset: 0.5 sec 
Time Offset: 0 sec 
Total Mark Number: 0 
Active Mark Number: 1 
No: 	Hour	Min	Sec	Label	Comment	Current	Heater1	Heater2
4) Trace Data
No: 	Hour 	Min 	Sec 	F1 	F2 
1	0	0	0	 24.2	  0.0 
2	0	0	1	 11.1	  0.0 
400	0	6	39	 47.8	  0.0 
401	0	6	40	 47.1	  0.0 
402	0	6	41	 44.4	  0.0 
403	0	6	42	 44.3	  0.0 
404	0	6	43	 45.2	  0.0 
405	0	6	44	 47.0	  0.0 
406	0	6	45	 43.7	  0.0 
407	0	6	46	 51.1	  0.0 
408	0	6	47	 43.4	  0.0 
409	0	6	48	 46.2	  0.0 
410	0	6	49	 44.8	  0.0 
411	0	6	50	 42.4	  0.0 
412	0	6	51	 36.9	  0.0 
413	0	6	52	 48.1	  0.0 
414	0	6	53	 44.2	  0.0 
415	0	6	54	 44.0	  0.0 
416	0	6	55	 50.8	  0.0 
417	0	6	56	 45.0	  0.0 
418	0	6	57	 43.5	  0.0 
419	0	6	58	 40.0	  0.0 
420	0	6	59	 29.0	  0.0 
421	0	7	0	 26.0	  0.0 
422	0	7	1	 20.1	  0.0 
423	0	7	2	 27.4	  0.0 
424	0	7	3	 31.8	  0.0 
425	0	7	4	 38.8	  0.0 
426	0	7	5	 49.8	  0.0 
427	0	7	6	 69.9	  0.0 
428	0	7	7	 39.0	  0.0 
429	0	7	8	 44.3	  0.0 
430	0	7	9	 29.0	  0.0 
431	0	7	10	 18.5	  0.0 
432	0	7	11	 24.5	  0.0 
433	0	7	12	 36.9	  0.0 
434	0	7	13	 38.2	  0.0 
435	0	7	14	 41.6	  0.0 
436	0	7	15	 50.3	  0.0 
437	0	7	16	 63.4	  0.0 
438	0	7	17	 63.0	  0.0 
439	0	7	18	 75.9	  0.0 
440	0	7	19	 70.7	  0.0 
441	0	7	20	 68.0	  0.0 
442	0	7	21	 57.8	  0.0 
443	0	7	22	 40.1	  0.0 
444	0	7	23	 38.4	  0.0 
445	0	7	24	 53.1	  0.0 
446	0	7	25	 33.0	  0.0 
447	0	7	26	 40.7	  0.0 
448	0	7	27	 70.2	  0.0 
449	0	7	28	 80.0	  0.0 
450	0	7	29	 65.8	  0.0 
451	0	7	30	 71.7	  0.0 
452	0	7	31	 73.7	  0.0 
453	0	7	32	 73.9	  0.0 
454	0	7	33	 70.8	  0.0 
455	0	7	34	 74.3	  0.0 
456	0	7	35	 79.1	  0.0 
457	0	7	36	 91.2	  0.0 
458	0	7	37	 77.3	  0.0 
459	0	7	38	 73.7	  0.0 
460	0	7	39	 85.6	  0.0 
461	0	7	40	 60.3	  0.0 
462	0	7	41	 54.0	  0.0 
463	0	7	42	 68.6	  0.0 
464	0	7	43	 57.4	  0.0 
465	0	7	44	 75.5	  0.0 
466	0	7	45	 47.6	  0.0 
467	0	7	46	 61.2	  0.0 
468	0	7	47	 44.7	  0.0 
469	0	7	48	 49.4	  0.0 
470	0	7	49	 33.8	  0.0 
471	0	7	50	 45.6	  0.0 
472	0	7	51	 57.0	  0.0 
473	0	7	52	 40.6	  0.0 
474	0	7	53	 40.0	  0.0 
475	0	7	54	 70.4	  0.0 
476	0	7	55	 67.0	  0.0 
477	0	7	56	 55.6	  0.0 
478	0	7	57	 46.5	  0.0 
479	0	7	58	 35.7	  0.0 
480	0	7	59	 29.5	  0.0 
481	0	8	0	 28.4	  0.0 
482	0	8	1	 26.9	  0.0 
483	0	8	2	 31.6	  0.0 
484	0	8	3	 29.3	  0.0 
485	0	8	4	 25.0	  0.0 
486	0	8	5	 29.3	  0.0 
487	0	8	6	 21.8	  0.0 
488	0	8	7	 27.7	  0.0 
489	0	8	8	 19.2	  0.0 
490	0	8	9	 14.4	  0.0 
491	0	8	10	 12.4	  0.0 
492	0	8	11	 15.6	  0.0 
493	0	8	12	 13.8	  0.0 
494	0	8	13	 24.1	  0.0 
495	0	8	14	 26.6	  0.0 
496	0	8	15	 32.0	  0.0 
497	0	8	16	 31.2	  0.0 
498	0	8	17	 39.5	  0.0 
499	0	8	18	 44.2	  0.0 
500	0	8	19	 46.8	  0.0 
501	0	8	20	 40.1	  0.0 
502	0	8	21	 42.4	  0.0 
503	0	8	22	 32.4	  0.0 
504	0	8	23	 27.6	  0.0 
505	0	8	24	 35.2	  0.0 
506	0	8	25	 36.4	  0.0 
507	0	8	26	 30.6	  0.0 
508	0	8	27	 38.7	  0.0 
509	0	8	28	 42.6	  0.0 
510	0	8	29	 53.7	  0.0 
511	0	8	30	 47.8	  0.0 
512	0	8	31	 67.3	  0.0 
513	0	8	32	 52.1	  0.0 
514	0	8	33	 72.6	  0.0 
515	0	8	34	 87.4	  0.0 
516	0	8	35	 79.6	  0.0 
517	0	8	36	 61.2	  0.0 
518	0	8	37	 57.1	  0.0 
519	0	8	38	 51.7	  0.0 
520	0	8	39	 44.9	  0.0 
521	0	8	40	 47.8	  0.0 
522	0	8	41	 46.6	  0.0 
523	0	8	42	 46.2	  0.0 
524	0	8	43	 40.2	  0.0 
525	0	8	44	 30.6	  0.0 
526	0	8	45	 34.3	  0.0 
527	0	8	46	 34.1	  0.0 
528	0	8	47	 36.5	  0.0 
529	0	8	48	 39.5	  0.0 
530	0	8	49	 45.8	  0.0 
531	0	8	50	 40.2	  0.0 
532	0	8	51	 49.2	  0.0 
533	0	8	52	 61.4	  0.0 
534	0	8	53	 59.1	  0.0 
535	0	8	54	 44.4	  0.0 
536	0	8	55	 37.5	  0.0 
537	0	8	56	 29.1	  0.0 
538	0	8	57	 14.6	  0.0 
539	0	8	58	 23.8	  0.0 
540	0	8	59	 32.4	  0.0 
541	0	9	0	 22.9	  0.0 
542	0	9	1	  8.9	  0.0 
543	0	9	2	 15.2	  0.0 
544	0	9	3	 11.0	  0.0 
545	0	9	4	 16.2	  0.0 
546	0	9	5	  6.7	  0.0 
547	0	9	6	  8.6	  0.0 
548	0	9	7	  5.4	  0.0 
549	0	9	8	  4.3	  0.0 
550	0	9	9	  4.4	  0.0 
551	0	9	10	  9.2	  0.0 
552	0	9	11	  3.8	  0.0 
553	0	9	12	  7.3	  0.0 
554	0	9	13	  7.2	  0.0 
555	0	9	14	  6.2	  0.0 
556	0	9	15	  6.4	  0.0 
557	0	9	16	  4.2	  0.0 
558	0	9	17	  5.0	  0.0 
559	0	9	18	  7.9	  0.0 
560	0	9	19	  5.2	  0.0 
561	0	9	20	  8.3	  0.0 
562	0	9	21	  5.7	  0.0 
563	0	9	22	  7.9	  0.0 
564	0	9	23	  6.5	  0.0 
565	0	9	24	  4.7	  0.0 
566	0	9	25	  3.4	  0.0 
567	0	9	26	  6.1	  0.0 
568	0	9	27	  2.7	  0.0 
569	0	9	28	  7.5	  0.0 
570	0	9	29	  6.8	  0.0 
571	0	9	30	  8.8	  0.0 
572	0	9	31	 11.6	  0.0 
573	0	9	32	 12.1	  0.0 
574	0	9	33	 12.8	  0.0 
575	0	9	34	 10.0	  0.0 
576	0	9	35	  9.8	  0.0 
577	0	9	36	  6.7	  0.0 
578	0	9	37	  9.8	  0.0 
579	0	9	38	 12.1	  0.0 
580	0	9	39	 10.3	  0.0 
581	0	9	40	 18.6	  0.0 
582	0	9	41	 11.2	  0.0 
583	0	9	42	 12.3	  0.0 
584	0	9	43	 10.6	  0.0 
585	0	9	44	 16.8	  0.0 
586	0	9	45	 28.5	  0.0 
587	0	9	46	 46.9	  0.0 
588	0	9	47	 37.5	  0.0 
589	0	9	48	 24.5	  0.0 
590	0	9	49	 19.1	  0.0 
591	0	9	50	 13.4	  0.0 
592	0	9	51	 17.3	  0.0 
593	0	9	52	 13.2	  0.0 
594	0	9	53	 21.1	  0.0 
595	0	9	54	 17.2	  0.0 
596	0	9	55	 20.0	  0.0 
597	0	9	56	 11.4	  0.0 
598	0	9	57	  9.8	  0.0 
599	0	9	58	  8.6	  0.0 
600	0	9	59	  8.7	  0.0 
601	0	10	0	 50.3	  0.0 
602	0	10	1	 94.5	  0.0 
603	0	10	2	 92.8	  0.0 
604	0	10	3	 89.0	  0.0 
605	0	10	4	 70.1	  0.0 
606	0	10	5	 76.1	  0.0 
607	0	10	6	 61.2	  0.0 
608	0	10	7	 63.8	  0.0 
609	0	10	8	 41.7	  0.0 
610	0	10	9	 56.2	  0.0 
611	0	10	10	 56.9	  0.0 
612	0	10	11	 56.3	  0.0 
613	0	10	12	 44.8	  0.0 
614	0	10	13	 38.2	  0.0 
615	0	10	14	 42.3	  0.0 
616	0	10	15	 47.1	  0.0 
617	0	10	16	 55.3	  0.0 
618	0	10	17	 79.1	  0.0 
619	0	10	18	 94.2	  0.0 
620	0	10	19	 93.5	  0.0 
621	0	10	20	 79.9	  0.0 
622	0	10	21	 57.3	  0.0 
623	0	10	22	 50.8	  0.0 
624	0	10	23	 52.9	  0.0 
625	0	10	24	 44.1	  0.0 
626	0	10	25	 33.8	  0.0 
627	0	10	26	 32.2	  0.0 
628	0	10	27	 33.1	  0.0 
629	0	10	28	 39.1	  0.0 
630	0	10	29	 54.0	  0.0 
631	0	10	30	 37.5	  0.0 
632	0	10	31	 30.5	  0.0 
633	0	10	32	 33.8	  0.0 
634	0	10	33	 68.2	  0.0 
635	0	10	34	188.1	  0.0 
636	0	10	35	106.9	  0.0 
637	0	10	36	 35.7	  0.0 
638	0	10	37	 28.5	  0.0 
